query,top_k,empty_depths,lookups_at_empty_depths,total_lookups
584,1,11,1716,4992
584,2,11,1716,4992
584,3,11,1716,4992
584,5,11,1716,4992
584,10,11,1716,4992
584,20,11,1716,4992
584,50,11,1716,4992
584,100,11,1716,4992
585,1,25,3900,4992
585,2,25,3900,4992
585,3,25,3900,4992
585,5,25,3900,4992
585,10,25,3900,4992
585,20,25,3900,4992
585,50,25,3900,4992
585,100,25,3900,4992
586,1,12,1872,4836
586,2,12,1872,4836
586,3,12,1872,4836
586,5,12,1872,4836
586,10,12,1872,4992
586,20,12,1872,4992
586,50,12,1872,4992
586,100,12,1872,4992
587,1,12,1872,4836
587,2,12,1872,4836
587,3,12,1872,4992
587,5,12,1872,4992
587,10,12,1872,4992
587,20,12,1872,4992
587,50,12,1872,4992
587,100,12,1872,4992
588,1,11,1716,4992
588,2,11,1716,4992
588,3,11,1716,4992
588,5,11,1716,4992
588,10,11,1716,4992
588,20,11,1716,4992
588,50,11,1716,4992
588,100,11,1716,4992
589,1,9,1404,4836
589,2,9,1404,4836
589,3,9,1404,4836
589,5,9,1404,4836
589,10,9,1404,4992
589,20,9,1404,4992
589,50,9,1404,4992
589,100,9,1404,4992
590,1,10,1560,3744
590,2,10,1560,4992
590,3,10,1560,4992
590,5,10,1560,4992
590,10,10,1560,4992
590,20,10,1560,4992
590,50,10,1560,4992
590,100,10,1560,4992
591,1,4,624,4836
591,2,4,624,4836
591,3,4,624,4836
591,5,4,624,4992
591,10,4,624,4992
591,20,4,624,4992
591,50,4,624,4992
591,100,4,624,4992
592,1,0,0,156
592,2,10,1560,4836
592,3,10,1560,4836
592,5,10,1560,4992
592,10,10,1560,4992
592,20,10,1560,4992
592,50,10,1560,4992
592,100,10,1560,4992
593,1,12,1872,4836
593,2,12,1872,4836
593,3,12,1872,4836
593,5,12,1872,4836
593,10,12,1872,4992
593,20,12,1872,4992
593,50,12,1872,4992
593,100,12,1872,4992
594,1,8,1248,4836
594,2,8,1248,4836
594,3,8,1248,4836
594,5,8,1248,4836
594,10,8,1248,4836
594,20,8,1248,4992
594,50,8,1248,4992
594,100,8,1248,4992
595,1,17,2652,4992
595,2,17,2652,4992
595,3,17,2652,4992
595,5,17,2652,4992
595,10,17,2652,4992
595,20,17,2652,4992
595,50,17,2652,4992
595,100,17,2652,4992
596,1,13,2028,4836
596,2,13,2028,4992
596,3,13,2028,4992
596,5,13,2028,4992
596,10,13,2028,4992
596,20,13,2028,4992
596,50,13,2028,4992
596,100,13,2028,4992
597,1,16,2496,4992
597,2,16,2496,4992
597,3,16,2496,4992
597,5,16,2496,4992
597,10,16,2496,4992
597,20,16,2496,4992
597,50,16,2496,4992
597,100,16,2496,4992
598,1,0,0,156
598,2,13,2028,4992
598,3,13,2028,4992
598,5,13,2028,4992
598,10,13,2028,4992
598,20,13,2028,4992
598,50,13,2028,4992
598,100,13,2028,4992
599,1,0,0,156
599,2,0,0,156
599,3,0,0,156
599,5,8,1248,3276
599,10,8,1248,3432
599,20,8,1248,4992
599,50,8,1248,4992
599,100,8,1248,4992
600,1,10,1560,4992
600,2,10,1560,4992
600,3,10,1560,4992
600,5,10,1560,4992
600,10,10,1560,4992
600,20,10,1560,4992
600,50,10,1560,4992
600,100,10,1560,4992
601,1,13,2028,4836
601,2,13,2028,4836
601,3,13,2028,4836
601,5,13,2028,4836
601,10,13,2028,4836
601,20,13,2028,4992
601,50,13,2028,4992
601,100,13,2028,4992
602,1,19,2964,4992
602,2,19,2964,4992
602,3,19,2964,4992
602,5,19,2964,4992
602,10,19,2964,4992
602,20,19,2964,4992
602,50,19,2964,4992
602,100,19,2964,4992
603,1,14,2184,4992
603,2,14,2184,4992
603,3,14,2184,4992
603,5,14,2184,4992
603,10,14,2184,4992
603,20,14,2184,4992
603,50,14,2184,4992
603,100,14,2184,4992
604,1,13,2028,4836
604,2,13,2028,4836
604,3,13,2028,4836
604,5,13,2028,4992
604,10,13,2028,4992
604,20,13,2028,4992
604,50,13,2028,4992
604,100,13,2028,4992
605,1,10,1560,4992
605,2,10,1560,4992
605,3,10,1560,4992
605,5,10,1560,4992
605,10,10,1560,4992
605,20,10,1560,4992
605,50,10,1560,4992
605,100,10,1560,4992
606,1,12,1872,4992
606,2,12,1872,4992
606,3,12,1872,4992
606,5,12,1872,4992
606,10,12,1872,4992
606,20,12,1872,4992
606,50,12,1872,4992
606,100,12,1872,4992
607,1,17,2652,4836
607,2,17,2652,4992
607,3,17,2652,4992
607,5,17,2652,4992
607,10,17,2652,4992
607,20,17,2652,4992
607,50,17,2652,4992
607,100,17,2652,4992
608,1,23,3588,4992
608,2,23,3588,4992
608,3,23,3588,4992
608,5,23,3588,4992
608,10,23,3588,4992
608,20,23,3588,4992
608,50,23,3588,4992
608,100,23,3588,4992
609,1,12,1872,3900
609,2,12,1872,3900
609,3,12,1872,4836
609,5,12,1872,4836
609,10,12,1872,4836
609,20,12,1872,4992
609,50,12,1872,4992
609,100,12,1872,4992
610,1,0,0,156
610,2,0,0,156
610,3,0,0,156
610,5,11,1716,4992
610,10,11,1716,4992
610,20,11,1716,4992
610,50,11,1716,4992
610,100,11,1716,4992
611,1,10,1560,4836
611,2,10,1560,4836
611,3,10,1560,4992
611,5,10,1560,4992
611,10,10,1560,4992
611,20,10,1560,4992
611,50,10,1560,4992
611,100,10,1560,4992
612,1,15,2340,4836
612,2,15,2340,4836
612,3,15,2340,4836
612,5,15,2340,4836
612,10,15,2340,4836
612,20,15,2340,4836
612,50,15,2340,4992
612,100,15,2340,4992
613,1,16,2496,4992
613,2,16,2496,4992
613,3,16,2496,4992
613,5,16,2496,4992
613,10,16,2496,4992
613,20,16,2496,4992
613,50,16,2496,4992
613,100,16,2496,4992
614,1,10,1560,4836
614,2,10,1560,4836
614,3,10,1560,4992
614,5,10,1560,4992
614,10,10,1560,4992
614,20,10,1560,4992
614,50,10,1560,4992
614,100,10,1560,4992
615,1,0,0,156
615,2,5,780,4836
615,3,5,780,4836
615,5,5,780,4836
615,10,5,780,4836
615,20,5,780,4992
615,50,5,780,4992
615,100,5,780,4992
616,1,9,1404,4836
616,2,9,1404,4836
616,3,9,1404,4836
616,5,9,1404,4836
616,10,9,1404,4836
616,20,9,1404,4836
616,50,9,1404,4836
616,100,9,1404,4836
617,1,12,1872,4992
617,2,12,1872,4992
617,3,12,1872,4992
617,5,12,1872,4992
617,10,12,1872,4992
617,20,12,1872,4992
617,50,12,1872,4992
617,100,12,1872,4992
618,1,12,1872,4992
618,2,12,1872,4992
618,3,12,1872,4992
618,5,12,1872,4992
618,10,12,1872,4992
618,20,12,1872,4992
618,50,12,1872,4992
618,100,12,1872,4992
619,1,13,2028,4836
619,2,13,2028,4836
619,3,13,2028,4836
619,5,13,2028,4836
619,10,13,2028,4992
619,20,13,2028,4992
619,50,13,2028,4992
619,100,13,2028,4992
620,1,21,3276,4992
620,2,21,3276,4992
620,3,21,3276,4992
620,5,21,3276,4992
620,10,21,3276,4992
620,20,21,3276,4992
620,50,21,3276,4992
620,100,21,3276,4992
621,1,12,1872,4836
621,2,12,1872,4992
621,3,12,1872,4992
621,5,12,1872,4992
621,10,12,1872,4992
621,20,12,1872,4992
621,50,12,1872,4992
621,100,12,1872,4992
622,1,9,1404,4992
622,2,9,1404,4992
622,3,9,1404,4992
622,5,9,1404,4992
622,10,9,1404,4992
622,20,9,1404,4992
622,50,9,1404,4992
622,100,9,1404,4992
623,1,12,1872,3900
623,2,12,1872,4212
623,3,12,1872,4836
623,5,12,1872,4992
623,10,12,1872,4992
623,20,12,1872,4992
623,50,12,1872,4992
623,100,12,1872,4992
624,1,11,1716,4836
624,2,11,1716,4992
624,3,11,1716,4992
624,5,11,1716,4992
624,10,11,1716,4992
624,20,11,1716,4992
624,50,11,1716,4992
624,100,11,1716,4992
625,1,18,2808,4212
625,2,18,2808,4992
625,3,18,2808,4992
625,5,18,2808,4992
625,10,18,2808,4992
625,20,18,2808,4992
625,50,18,2808,4992
625,100,18,2808,4992
626,1,8,1248,1560
626,2,10,1560,4992
626,3,10,1560,4992
626,5,10,1560,4992
626,10,10,1560,4992
626,20,10,1560,4992
626,50,10,1560,4992
626,100,10,1560,4992
627,1,27,4212,4992
627,2,27,4212,4992
627,3,27,4212,4992
627,5,27,4212,4992
627,10,27,4212,4992
627,20,27,4212,4992
627,50,27,4212,4992
627,100,27,4212,4992
628,1,17,2652,4992
628,2,17,2652,4992
628,3,17,2652,4992
628,5,17,2652,4992
628,10,17,2652,4992
628,20,17,2652,4992
628,50,17,2652,4992
628,100,17,2652,4992
629,1,10,1560,4992
629,2,10,1560,4992
629,3,10,1560,4992
629,5,10,1560,4992
629,10,10,1560,4992
629,20,10,1560,4992
629,50,10,1560,4992
629,100,10,1560,4992
630,1,12,1872,4836
630,2,12,1872,4836
630,3,12,1872,4836
630,5,12,1872,4836
630,10,12,1872,4836
630,20,12,1872,4992
630,50,12,1872,4992
630,100,12,1872,4992
631,1,16,2496,4992
631,2,16,2496,4992
631,3,16,2496,4992
631,5,16,2496,4992
631,10,16,2496,4992
631,20,16,2496,4992
631,50,16,2496,4992
631,100,16,2496,4992
632,1,18,2808,4992
632,2,18,2808,4992
632,3,18,2808,4992
632,5,18,2808,4992
632,10,18,2808,4992
632,20,18,2808,4992
632,50,18,2808,4992
632,100,18,2808,4992
633,1,0,0,156
633,2,15,2340,4992
633,3,15,2340,4992
633,5,15,2340,4992
633,10,15,2340,4992
633,20,15,2340,4992
633,50,15,2340,4992
633,100,15,2340,4992
634,1,11,1716,4212
634,2,11,1716,4212
634,3,11,1716,4212
634,5,11,1716,4836
634,10,11,1716,4836
634,20,11,1716,4836
634,50,11,1716,4836
634,100,11,1716,4836
635,1,7,1092,4836
635,2,7,1092,4836
635,3,7,1092,4836
635,5,7,1092,4836
635,10,7,1092,4836
635,20,7,1092,4992
635,50,7,1092,4992
635,100,7,1092,4992
636,1,16,2496,4992
636,2,16,2496,4992
636,3,16,2496,4992
636,5,16,2496,4992
636,10,16,2496,4992
636,20,16,2496,4992
636,50,16,2496,4992
636,100,16,2496,4992
637,1,17,2652,4524
637,2,17,2652,4836
637,3,17,2652,4836
637,5,17,2652,4836
637,10,17,2652,4836
637,20,17,2652,4992
637,50,17,2652,4992
637,100,17,2652,4992
638,1,18,2808,3276
638,2,18,2808,4836
638,3,18,2808,4836
638,5,18,2808,4992
638,10,18,2808,4992
638,20,18,2808,4992
638,50,18,2808,4992
638,100,18,2808,4992
639,1,18,2808,4836
639,2,18,2808,4836
639,3,18,2808,4836
639,5,18,2808,4992
639,10,18,2808,4992
639,20,18,2808,4992
639,50,18,2808,4992
639,100,18,2808,4992
640,1,13,2028,4992
640,2,13,2028,4992
640,3,13,2028,4992
640,5,13,2028,4992
640,10,13,2028,4992
640,20,13,2028,4992
640,50,13,2028,4992
640,100,13,2028,4992
641,1,9,1404,4992
641,2,9,1404,4992
641,3,9,1404,4992
641,5,9,1404,4992
641,10,9,1404,4992
641,20,9,1404,4992
641,50,9,1404,4992
641,100,9,1404,4992
642,1,13,2028,4992
642,2,13,2028,4992
642,3,13,2028,4992
642,5,13,2028,4992
642,10,13,2028,4992
642,20,13,2028,4992
642,50,13,2028,4992
642,100,13,2028,4992
643,1,15,2340,4992
643,2,15,2340,4992
643,3,15,2340,4992
643,5,15,2340,4992
643,10,15,2340,4992
643,20,15,2340,4992
643,50,15,2340,4992
643,100,15,2340,4992
644,1,12,1872,4992
644,2,12,1872,4992
644,3,12,1872,4992
644,5,12,1872,4992
644,10,12,1872,4992
644,20,12,1872,4992
644,50,12,1872,4992
644,100,12,1872,4992
645,1,18,2808,4992
645,2,18,2808,4992
645,3,18,2808,4992
645,5,18,2808,4992
645,10,18,2808,4992
645,20,18,2808,4992
645,50,18,2808,4992
645,100,18,2808,4992
646,1,11,1716,4836
646,2,11,1716,4836
646,3,11,1716,4836
646,5,11,1716,4836
646,10,11,1716,4836
646,20,11,1716,4836
646,50,11,1716,4836
646,100,11,1716,4992
647,1,13,2028,4836
647,2,13,2028,4836
647,3,13,2028,4836
647,5,13,2028,4992
647,10,13,2028,4992
647,20,13,2028,4992
647,50,13,2028,4992
647,100,13,2028,4992
648,1,20,3120,4992
648,2,20,3120,4992
648,3,20,3120,4992
648,5,20,3120,4992
648,10,20,3120,4992
648,20,20,3120,4992
648,50,20,3120,4992
648,100,20,3120,4992
649,1,18,2808,4992
649,2,18,2808,4992
649,3,18,2808,4992
649,5,18,2808,4992
649,10,18,2808,4992
649,20,18,2808,4992
649,50,18,2808,4992
649,100,18,2808,4992
650,1,0,0,156
650,2,7,1092,4836
650,3,7,1092,4836
650,5,7,1092,4836
650,10,7,1092,4836
650,20,7,1092,4836
650,50,7,1092,4992
650,100,7,1092,4992
651,1,26,4056,4836
651,2,26,4056,4836
651,3,26,4056,4992
651,5,26,4056,4992
651,10,26,4056,4992
651,20,26,4056,4992
651,50,26,4056,4992
651,100,26,4056,4992
652,1,10,1560,4212
652,2,10,1560,4992
652,3,10,1560,4992
652,5,10,1560,4992
652,10,10,1560,4992
652,20,10,1560,4992
652,50,10,1560,4992
652,100,10,1560,4992
653,1,10,1560,4992
653,2,10,1560,4992
653,3,10,1560,4992
653,5,10,1560,4992
653,10,10,1560,4992
653,20,10,1560,4992
653,50,10,1560,4992
653,100,10,1560,4992
654,1,18,2808,4836
654,2,18,2808,4836
654,3,18,2808,4836
654,5,18,2808,4992
654,10,18,2808,4992
654,20,18,2808,4992
654,50,18,2808,4992
654,100,18,2808,4992
655,1,15,2340,4836
655,2,15,2340,4836
655,3,15,2340,4836
655,5,15,2340,4836
655,10,15,2340,4836
655,20,15,2340,4992
655,50,15,2340,4992
655,100,15,2340,4992
656,1,1,156,312
656,2,1,156,312
656,3,1,156,312
656,5,6,936,1872
656,10,8,1248,4836
656,20,8,1248,4836
656,50,8,1248,4836
656,100,8,1248,4836
657,1,13,2028,4992
657,2,13,2028,4992
657,3,13,2028,4992
657,5,13,2028,4992
657,10,13,2028,4992
657,20,13,2028,4992
657,50,13,2028,4992
657,100,13,2028,4992
658,1,10,1560,4992
658,2,10,1560,4992
658,3,10,1560,4992
658,5,10,1560,4992
658,10,10,1560,4992
658,20,10,1560,4992
658,50,10,1560,4992
658,100,10,1560,4992
659,1,0,0,156
659,2,0,0,156
659,3,4,624,1248
659,5,5,780,4992
659,10,5,780,4992
659,20,5,780,4992
659,50,5,780,4992
659,100,5,780,4992
660,1,12,1872,4992
660,2,12,1872,4992
660,3,12,1872,4992
660,5,12,1872,4992
660,10,12,1872,4992
660,20,12,1872,4992
660,50,12,1872,4992
660,100,12,1872,4992
661,1,13,2028,4992
661,2,13,2028,4992
661,3,13,2028,4992
661,5,13,2028,4992
661,10,13,2028,4992
661,20,13,2028,4992
661,50,13,2028,4992
661,100,13,2028,4992
662,1,10,1560,4992
662,2,10,1560,4992
662,3,10,1560,4992
662,5,10,1560,4992
662,10,10,1560,4992
662,20,10,1560,4992
662,50,10,1560,4992
662,100,10,1560,4992
663,1,10,1560,4992
663,2,10,1560,4992
663,3,10,1560,4992
663,5,10,1560,4992
663,10,10,1560,4992
663,20,10,1560,4992
663,50,10,1560,4992
663,100,10,1560,4992
664,1,0,0,156
664,2,12,1872,4212
664,3,12,1872,4212
664,5,12,1872,4836
664,10,12,1872,4836
664,20,12,1872,4992
664,50,12,1872,4992
664,100,12,1872,4992
665,1,0,0,156
665,2,5,780,4992
665,3,5,780,4992
665,5,5,780,4992
665,10,5,780,4992
665,20,5,780,4992
665,50,5,780,4992
665,100,5,780,4992
666,1,19,2964,4992
666,2,19,2964,4992
666,3,19,2964,4992
666,5,19,2964,4992
666,10,19,2964,4992
666,20,19,2964,4992
666,50,19,2964,4992
666,100,19,2964,4992
667,1,20,3120,4992
667,2,20,3120,4992
667,3,20,3120,4992
667,5,20,3120,4992
667,10,20,3120,4992
667,20,20,3120,4992
667,50,20,3120,4992
667,100,20,3120,4992
668,1,12,1872,4836
668,2,12,1872,4836
668,3,12,1872,4836
668,5,12,1872,4836
668,10,12,1872,4836
668,20,12,1872,4836
668,50,12,1872,4836
668,100,12,1872,4992
669,1,11,1716,4992
669,2,11,1716,4992
669,3,11,1716,4992
669,5,11,1716,4992
669,10,11,1716,4992
669,20,11,1716,4992
669,50,11,1716,4992
669,100,11,1716,4992
670,1,12,1872,4992
670,2,12,1872,4992
670,3,12,1872,4992
670,5,12,1872,4992
670,10,12,1872,4992
670,20,12,1872,4992
670,50,12,1872,4992
670,100,12,1872,4992
671,1,11,1716,4836
671,2,11,1716,4836
671,3,11,1716,4836
671,5,11,1716,4836
671,10,11,1716,4836
671,20,11,1716,4992
671,50,11,1716,4992
671,100,11,1716,4992
672,1,8,1248,4992
672,2,8,1248,4992
672,3,8,1248,4992
672,5,8,1248,4992
672,10,8,1248,4992
672,20,8,1248,4992
672,50,8,1248,4992
672,100,8,1248,4992
673,1,12,1872,4992
673,2,12,1872,4992
673,3,12,1872,4992
673,5,12,1872,4992
673,10,12,1872,4992
673,20,12,1872,4992
673,50,12,1872,4992
673,100,12,1872,4992
674,1,16,2496,4992
674,2,16,2496,4992
674,3,16,2496,4992
674,5,16,2496,4992
674,10,16,2496,4992
674,20,16,2496,4992
674,50,16,2496,4992
674,100,16,2496,4992
675,1,15,2340,4992
675,2,15,2340,4992
675,3,15,2340,4992
675,5,15,2340,4992
675,10,15,2340,4992
675,20,15,2340,4992
675,50,15,2340,4992
675,100,15,2340,4992
676,1,16,2496,4992
676,2,16,2496,4992
676,3,16,2496,4992
676,5,16,2496,4992
676,10,16,2496,4992
676,20,16,2496,4992
676,50,16,2496,4992
676,100,16,2496,4992
677,1,14,2184,4992
677,2,14,2184,4992
677,3,14,2184,4992
677,5,14,2184,4992
677,10,14,2184,4992
677,20,14,2184,4992
677,50,14,2184,4992
677,100,14,2184,4992
678,1,9,1404,4836
678,2,9,1404,4992
678,3,9,1404,4992
678,5,9,1404,4992
678,10,9,1404,4992
678,20,9,1404,4992
678,50,9,1404,4992
678,100,9,1404,4992
679,1,18,2808,4836
679,2,18,2808,4836
679,3,18,2808,4836
679,5,18,2808,4836
679,10,18,2808,4992
679,20,18,2808,4992
679,50,18,2808,4992
679,100,18,2808,4992
680,1,11,1716,4836
680,2,11,1716,4836
680,3,11,1716,4836
680,5,11,1716,4836
680,10,11,1716,4992
680,20,11,1716,4992
680,50,11,1716,4992
680,100,11,1716,4992
681,1,19,2964,4992
681,2,19,2964,4992
681,3,19,2964,4992
681,5,19,2964,4992
681,10,19,2964,4992
681,20,19,2964,4992
681,50,19,2964,4992
681,100,19,2964,4992
682,1,17,2652,4992
682,2,17,2652,4992
682,3,17,2652,4992
682,5,17,2652,4992
682,10,17,2652,4992
682,20,17,2652,4992
682,50,17,2652,4992
682,100,17,2652,4992
683,1,9,1404,4992
683,2,9,1404,4992
683,3,9,1404,4992
683,5,9,1404,4992
683,10,9,1404,4992
683,20,9,1404,4992
683,50,9,1404,4992
683,100,9,1404,4992
684,1,17,2652,4992
684,2,17,2652,4992
684,3,17,2652,4992
684,5,17,2652,4992
684,10,17,2652,4992
684,20,17,2652,4992
684,50,17,2652,4992
684,100,17,2652,4992
685,1,12,1872,4992
685,2,12,1872,4992
685,3,12,1872,4992
685,5,12,1872,4992
685,10,12,1872,4992
685,20,12,1872,4992
685,50,12,1872,4992
685,100,12,1872,4992
686,1,9,1404,4836
686,2,9,1404,4836
686,3,9,1404,4836
686,5,9,1404,4836
686,10,9,1404,4836
686,20,9,1404,4836
686,50,9,1404,4992
686,100,9,1404,4992
687,1,24,3744,4992
687,2,24,3744,4992
687,3,24,3744,4992
687,5,24,3744,4992
687,10,24,3744,4992
687,20,24,3744,4992
687,50,24,3744,4992
687,100,24,3744,4992
688,1,13,2028,4836
688,2,13,2028,4992
688,3,13,2028,4992
688,5,13,2028,4992
688,10,13,2028,4992
688,20,13,2028,4992
688,50,13,2028,4992
688,100,13,2028,4992
689,1,7,1092,4992
689,2,7,1092,4992
689,3,7,1092,4992
689,5,7,1092,4992
689,10,7,1092,4992
689,20,7,1092,4992
689,50,7,1092,4992
689,100,7,1092,4992
690,1,19,2964,4992
690,2,19,2964,4992
690,3,19,2964,4992
690,5,19,2964,4992
690,10,19,2964,4992
690,20,19,2964,4992
690,50,19,2964,4992
690,100,19,2964,4992
691,1,12,1872,4836
691,2,12,1872,4836
691,3,12,1872,4836
691,5,12,1872,4836
691,10,12,1872,4836
691,20,12,1872,4992
691,50,12,1872,4992
691,100,12,1872,4992
692,1,8,1248,4524
692,2,8,1248,4992
692,3,8,1248,4992
692,5,8,1248,4992
692,10,8,1248,4992
692,20,8,1248,4992
692,50,8,1248,4992
692,100,8,1248,4992
693,1,18,2808,4992
693,2,18,2808,4992
693,3,18,2808,4992
693,5,18,2808,4992
693,10,18,2808,4992
693,20,18,2808,4992
693,50,18,2808,4992
693,100,18,2808,4992
694,1,10,1560,4836
694,2,10,1560,4836
694,3,10,1560,4836
694,5,10,1560,4836
694,10,10,1560,4836
694,20,10,1560,4836
694,50,10,1560,4836
694,100,10,1560,4836
695,1,14,2184,4992
695,2,14,2184,4992
695,3,14,2184,4992
695,5,14,2184,4992
695,10,14,2184,4992
695,20,14,2184,4992
695,50,14,2184,4992
695,100,14,2184,4992
696,1,16,2496,4836
696,2,16,2496,4992
696,3,16,2496,4992
696,5,16,2496,4992
696,10,16,2496,4992
696,20,16,2496,4992
696,50,16,2496,4992
696,100,16,2496,4992
697,1,22,3432,4836
697,2,22,3432,4836
697,3,22,3432,4992
697,5,22,3432,4992
697,10,22,3432,4992
697,20,22,3432,4992
697,50,22,3432,4992
697,100,22,3432,4992
698,1,0,0,156
698,2,11,1716,4992
698,3,11,1716,4992
698,5,11,1716,4992
698,10,11,1716,4992
698,20,11,1716,4992
698,50,11,1716,4992
698,100,11,1716,4992
699,1,9,1404,4836
699,2,9,1404,4836
699,3,9,1404,4836
699,5,9,1404,4836
699,10,9,1404,4836
699,20,9,1404,4836
699,50,9,1404,4992
699,100,9,1404,4992
700,1,18,2808,4836
700,2,18,2808,4992
700,3,18,2808,4992
700,5,18,2808,4992
700,10,18,2808,4992
700,20,18,2808,4992
700,50,18,2808,4992
700,100,18,2808,4992
701,1,18,2808,4992
701,2,18,2808,4992
701,3,18,2808,4992
701,5,18,2808,4992
701,10,18,2808,4992
701,20,18,2808,4992
701,50,18,2808,4992
701,100,18,2808,4992
702,1,9,1404,4212
702,2,9,1404,4836
702,3,9,1404,4836
702,5,9,1404,4836
702,10,9,1404,4992
702,20,9,1404,4992
702,50,9,1404,4992
702,100,9,1404,4992
703,1,7,1092,3744
703,2,7,1092,4992
703,3,7,1092,4992
703,5,7,1092,4992
703,10,7,1092,4992
703,20,7,1092,4992
703,50,7,1092,4992
703,100,7,1092,4992
704,1,22,3432,4836
704,2,22,3432,4836
704,3,22,3432,4992
704,5,22,3432,4992
704,10,22,3432,4992
704,20,22,3432,4992
704,50,22,3432,4992
704,100,22,3432,4992
705,1,11,1716,4992
705,2,11,1716,4992
705,3,11,1716,4992
705,5,11,1716,4992
705,10,11,1716,4992
705,20,11,1716,4992
705,50,11,1716,4992
705,100,11,1716,4992
706,1,17,2652,4992
706,2,17,2652,4992
706,3,17,2652,4992
706,5,17,2652,4992
706,10,17,2652,4992
706,20,17,2652,4992
706,50,17,2652,4992
706,100,17,2652,4992
707,1,25,3900,4992
707,2,25,3900,4992
707,3,25,3900,4992
707,5,25,3900,4992
707,10,25,3900,4992
707,20,25,3900,4992
707,50,25,3900,4992
707,100,25,3900,4992
708,1,12,1872,4836
708,2,12,1872,4836
708,3,12,1872,4836
708,5,12,1872,4992
708,10,12,1872,4992
708,20,12,1872,4992
708,50,12,1872,4992
708,100,12,1872,4992
709,1,14,2184,4992
709,2,14,2184,4992
709,3,14,2184,4992
709,5,14,2184,4992
709,10,14,2184,4992
709,20,14,2184,4992
709,50,14,2184,4992
709,100,14,2184,4992
710,1,7,1092,4992
710,2,7,1092,4992
710,3,7,1092,4992
710,5,7,1092,4992
710,10,7,1092,4992
710,20,7,1092,4992
710,50,7,1092,4992
710,100,7,1092,4992
711,1,9,1404,4836
711,2,9,1404,4992
711,3,9,1404,4992
711,5,9,1404,4992
711,10,9,1404,4992
711,20,9,1404,4992
711,50,9,1404,4992
711,100,9,1404,4992
712,1,8,1248,2184
712,2,8,1248,2184
712,3,10,1560,4836
712,5,10,1560,4992
712,10,10,1560,4992
712,20,10,1560,4992
712,50,10,1560,4992
712,100,10,1560,4992
713,1,10,1560,4836
713,2,10,1560,4992
713,3,10,1560,4992
713,5,10,1560,4992
713,10,10,1560,4992
713,20,10,1560,4992
713,50,10,1560,4992
713,100,10,1560,4992
714,1,12,1872,4992
714,2,12,1872,4992
714,3,12,1872,4992
714,5,12,1872,4992
714,10,12,1872,4992
714,20,12,1872,4992
714,50,12,1872,4992
714,100,12,1872,4992
715,1,9,1404,4836
715,2,9,1404,4836
715,3,9,1404,4836
715,5,9,1404,4836
715,10,9,1404,4992
715,20,9,1404,4992
715,50,9,1404,4992
715,100,9,1404,4992
716,1,15,2340,4992
716,2,15,2340,4992
716,3,15,2340,4992
716,5,15,2340,4992
716,10,15,2340,4992
716,20,15,2340,4992
716,50,15,2340,4992
716,100,15,2340,4992
717,1,12,1872,4992
717,2,12,1872,4992
717,3,12,1872,4992
717,5,12,1872,4992
717,10,12,1872,4992
717,20,12,1872,4992
717,50,12,1872,4992
717,100,12,1872,4992
718,1,6,936,1872
718,2,9,1404,4992
718,3,9,1404,4992
718,5,9,1404,4992
718,10,9,1404,4992
718,20,9,1404,4992
718,50,9,1404,4992
718,100,9,1404,4992
719,1,8,1248,4992
719,2,8,1248,4992
719,3,8,1248,4992
719,5,8,1248,4992
719,10,8,1248,4992
719,20,8,1248,4992
719,50,8,1248,4992
719,100,8,1248,4992
720,1,10,1560,4836
720,2,10,1560,4836
720,3,10,1560,4836
720,5,10,1560,4836
720,10,10,1560,4992
720,20,10,1560,4992
720,50,10,1560,4992
720,100,10,1560,4992
721,1,14,2184,4836
721,2,14,2184,4836
721,3,14,2184,4836
721,5,14,2184,4992
721,10,14,2184,4992
721,20,14,2184,4992
721,50,14,2184,4992
721,100,14,2184,4992
722,1,13,2028,4992
722,2,13,2028,4992
722,3,13,2028,4992
722,5,13,2028,4992
722,10,13,2028,4992
722,20,13,2028,4992
722,50,13,2028,4992
722,100,13,2028,4992
723,1,16,2496,4992
723,2,16,2496,4992
723,3,16,2496,4992
723,5,16,2496,4992
723,10,16,2496,4992
723,20,16,2496,4992
723,50,16,2496,4992
723,100,16,2496,4992
724,1,14,2184,4992
724,2,14,2184,4992
724,3,14,2184,4992
724,5,14,2184,4992
724,10,14,2184,4992
724,20,14,2184,4992
724,50,14,2184,4992
724,100,14,2184,4992
725,1,7,1092,4992
725,2,7,1092,4992
725,3,7,1092,4992
725,5,7,1092,4992
725,10,7,1092,4992
725,20,7,1092,4992
725,50,7,1092,4992
725,100,7,1092,4992
726,1,0,0,156
726,2,9,1404,4836
726,3,9,1404,4836
726,5,9,1404,4836
726,10,9,1404,4836
726,20,9,1404,4836
726,50,9,1404,4836
726,100,9,1404,4836
727,1,16,2496,4992
727,2,16,2496,4992
727,3,16,2496,4992
727,5,16,2496,4992
727,10,16,2496,4992
727,20,16,2496,4992
727,50,16,2496,4992
727,100,16,2496,4992
728,1,8,1248,3900
728,2,8,1248,3900
728,3,8,1248,4836
728,5,8,1248,4992
728,10,8,1248,4992
728,20,8,1248,4992
728,50,8,1248,4992
728,100,8,1248,4992
729,1,11,1716,4836
729,2,11,1716,4836
729,3,11,1716,4836
729,5,11,1716,4836
729,10,11,1716,4836
729,20,11,1716,4992
729,50,11,1716,4992
729,100,11,1716,4992
730,1,12,1872,4368
730,2,12,1872,4836
