case_id,method,documents,phase,leaf_size,node_budget,key_bits,candidate_target,recall,p50_ms,predicted_p50_ms,p50_error_percent,p95_ms,predicted_p95_ms,within_twenty_percent,logical_index_bytes,array_capacity_bytes,rss_before_queries,sampled_query_peak,lifetime_peak_bytes,budget_status,mean_scored,mean_split_words,mean_leaf_words,mean_key_attempts,max_mask_bytes,max_key_queue_bytes,power_unchanged
78,branch,2048,check,8,0,0,0,1.0,0.14610448852181435,0.13508612861826558,-7.541424644119442,0.16460018232464788,0.13661202683671073,True,147456,147456,48447488,51953664,51953664,fits_by_lifetime_peak,2048.0,11692.0,11716.0,0.0,25088,0,True
79,keys,16384,fit,0,0,4,1000,0.11375,0.048187561333179474,0.05435622685223036,12.801364809477219,0.0783061608672142,0.0792727517291771,True,655680,655360,48513024,48611328,49037312,fits_by_lifetime_peak,1277.625,0.0,0.0,1.25,0,16,True
80,branch,32768,check,8,0,0,0,1.0,7.837542099878192,8.304667939322686,5.960106287043148,8.318306226283312,8.321573362096487,True,2359296,2359296,55853056,60260352,60260352,fits_by_lifetime_peak,32768.0,3019520.0,3017536.0,0.0,5255168,0,True
81,branch,8192,check,8,512,0,0,0.5137499999999999,0.15572900883853436,0.12156457062881822,-21.938390582797005,0.1740599749609828,0.12425442345312594,False,589824,589824,48676864,48857088,48857088,fits_by_lifetime_peak,935.25,44480.0,21056.0,0.0,200704,0,True
82,branch,65536,fit,32,512,0,0,0.5175000000000001,0.5785624962300062,0.7567770079356492,30.802983751438006,0.6638066610321403,0.7802403473308563,False,4718592,4718592,55934976,56082432,56229888,fits_by_lifetime_peak,3560.875,364928.0,159360.0,0.0,1761280,0,True
83,keys,2048,check,0,0,8,0,1.0,0.08060410618782043,0.08708863214467118,8.04490771442929,0.09196216706186533,0.088011246853214,True,87040,81920,48529408,51986432,51986432,fits_by_lifetime_peak,2048.0,0.0,0.0,256.0,0,2048,True
84,keys,1024,fit,0,0,4,0,1.0,0.04535447806119919,0.053605911367231265,18.193205299150357,0.05885036662220953,0.054895280905657665,True,41280,40960,48398336,51888128,51888128,fits_by_lifetime_peak,1024.0,0.0,0.0,16.0,0,128,True
85,keys,2048,check,0,0,4,0,1.0,0.07679150439798832,0.08069438138886534,5.082433299717021,0.08515878580510615,0.08222372947170578,True,82240,81920,48627712,52051968,52051968,fits_by_lifetime_peak,2048.0,0.0,0.0,16.0,0,128,True
86,keys,32768,check,0,0,12,0,1.0,1.0692705400288105,1.051509148287253,-1.661075572238153,1.1018481338396668,1.0524115532959266,True,1392620,1310720,49430528,53919744,53919744,fits_by_lifetime_peak,32768.0,0.0,0.0,4096.0,0,32768,True
87,scan,262144,fit,0,0,0,0,1.0,6.726875202730298,6.7516313685051665,0.36801880559372485,7.041215454228222,6.752342200460242,True,10485760,10485760,66060288,69500928,74465280,fits_by_lifetime_peak,262144.0,0.0,0.0,0.0,0,0,True
88,scan,65536,fit,0,0,0,0,1.0,1.7625626642256975,1.7046574445236238,-3.2852857306785057,1.7788267927244306,1.7056158220190318,True,2621440,2621440,51937280,55345152,55345152,fits_by_lifetime_peak,65536.0,0.0,0.0,0.0,0,0,True
